Original Size;After White Spaces;After Numbers;After URLs;After Punctuation;After Javascript;After HTML
1766;1683;1663;1538;1501;1501;870
3948;3267;3214;3174;3133;3133;3069
5087;4691;4651;4457;4390;4390;2374
2600;2480;2450;2387;2361;2361;1069
2267;2137;2117;2040;2010;2010;1045
2503;2118;2086;1838;1799;1799;729
3541;3338;3299;2991;2938;2938;1860
2227;2160;2125;1531;1509;1509;861
2278;2211;2176;1582;1562;1562;914
2305;2238;2203;1609;1585;1585;937
31950;25793;25780;12474;12455;12455;2051
3210;3016;2993;2847;2810;2810;1527
1882;1802;1782;1667;1637;1637;911
1632;1567;1547;1475;1349;1349;1285
2345;2289;2266;2266;2222;2222;2158
4702;4338;4307;4060;4028;4028;1441
2662;2426;2406;2047;2026;2026;918
13303;12986;12976;12894;12813;12813;12717
12035;11808;11785;11639;11582;11582;11482
9521;9333;9316;9221;9180;9180;9102
7546;7393;7383;7311;7159;7159;7051
23068;22491;22476;22476;22378;22378;22226
8950;8747;8734;8552;8508;8508;8416
9497;9309;9292;9197;9156;9156;9078
10063;9809;9799;9643;9597;9597;9507
6536;6368;6354;6276;6194;6194;6100
27247;26085;25955;25913;24807;24807;24703
27163;26003;25873;25831;24727;24727;24633
9063;8874;8834;8834;8786;8786;8694
2214;2148;2113;1519;1495;1495;847
3885;3728;3707;3707;3690;3690;3626
3885;3728;3707;3707;3690;3690;3626
3885;3728;3707;3707;3690;3690;3626
3885;3728;3707;3707;3690;3690;3626
3885;3728;3707;3707;3690;3690;3626
3885;3728;3707;3707;3690;3690;3626
3885;3728;3707;3707;3690;3690;3626
9172;8973;8953;8876;8830;8830;8740
11554;11301;11282;10992;10941;10941;10863
15141;14799;14785;14635;14580;14580;14498
7160;5745;5722;4446;4400;4400;1938
2574;2468;2451;2235;2209;2209;1270
12020;11769;11755;11625;11577;11577;11483
2539;2411;2391;2328;2303;2303;1011
7722;7511;7501;7358;7315;7315;7237
13140;12436;12340;12184;11856;11856;7653
7278;5706;5692;5511;5477;5477;1333
3873;3691;3609;3609;2934;2934;2839
2749;2692;2665;2381;2352;2352;900
1437;1306;1296;1212;1124;1124;1062
1022;968;944;764;748;748;686
8284;8133;8117;8058;8016;8016;7934
14959;14685;14675;14414;14370;14370;14282
13248;12928;12887;12595;12537;12537;12451
2828;2770;2733;2449;2419;2419;967
2828;2770;2733;2449;2419;2419;967
7374;7225;7212;7138;7104;7104;7026
1516;1461;1441;1369;1237;1237;1175
6162;5612;5559;4898;4867;4867;1268
21532;20749;20715;20715;20592;20592;20514
660;635;625;625;605;605;493
2893;2755;2731;2695;2647;2647;1019
6205;6053;6033;5979;5942;5942;1946
3503;3369;3341;2081;2066;2066;856
16683;11076;11042;9281;9227;9227;3068
3684;3440;3379;3296;3212;3212;2086
1423;1383;1348;1292;1266;1266;875
27271;26109;25979;25937;24833;24833;24739
27237;26076;25946;25904;24799;24799;24705
7182;7046;7028;6986;6941;6941;6859
9320;9123;9110;9074;9036;9036;8922
6776;6645;6632;6558;6527;6527;6449
9140;8967;8950;8801;8751;8751;8673
16335;16023;16005;15832;15489;15489;15407
13175;12861;12851;12769;12705;12705;12603
7021;5464;5438;5037;5013;5013;1182
4344;3977;3941;3195;3148;3148;1596
6207;6055;6035;5981;5944;5944;1946
1618;1567;1540;1399;1363;1363;1299
8359;6782;6749;6588;6508;6508;5273
9379;7168;7154;6933;6895;6895;1647
14757;14327;14206;14206;13998;13998;8902
1888;1824;1787;1687;1659;1659;1413
6976;5416;5390;4989;4965;4965;1134
3280;3172;3152;3066;2953;2953;2396
11320;11105;11089;10913;10863;10863;10769
6631;6223;6209;6124;6081;6081;5987
13735;13472;13448;13220;13167;13167;13073
8652;8512;8499;8499;8469;8469;8391
8950;8737;8724;8622;8556;8556;8480
6450;6267;6249;6142;6100;6100;6006
6839;6682;6672;6579;6528;6528;6434
6940;6802;6785;6785;6750;6750;6672
9917;9732;9715;9551;9503;9503;9425
8253;8073;8063;7960;7926;7926;7809
8267;8111;8098;8024;7989;7989;7911
8943;8753;8739;8677;8625;8625;8527
7491;7327;7308;7229;7189;7189;7109
8613;8438;8428;8014;7980;7980;7886
5470;5286;5246;4863;4564;4564;2122
17635;17109;16805;16701;16229;16229;14858
10687;10471;10461;10224;10170;10170;10080
14429;14134;14113;13068;12989;12989;12913
9200;9001;8981;8904;8858;8858;8768
9864;9662;9645;9526;9492;9492;9414
11077;10865;10855;10384;10327;10327;10263
13832;13553;13543;12485;12426;12426;12362
10362;10140;10118;9527;9472;9472;9396
9258;9017;8999;8885;8838;8838;8742
45333;43745;43493;43493;42193;42193;37492
11954;11688;11666;10692;10619;10619;10543
8783;8537;8527;8442;8336;8336;8274
7726;7578;7568;7532;7496;7496;7414
15593;15238;15218;14999;14930;14930;14864
13195;12926;12913;11667;11606;11606;11506
7462;7270;7254;7194;7134;7134;7040
7466;7314;7300;7120;7073;7073;6977
5812;5700;5684;5658;5620;5620;5530
13673;13406;13362;13261;13212;13212;13130
8141;7980;7964;7582;7535;7535;7459
6719;6552;6538;6432;6344;6344;6268
15521;15206;15177;14536;14472;14472;14374
6323;6210;6200;6149;6116;6116;6030
7325;7163;7153;6919;6876;6876;6796
5710;5599;5583;5560;5523;5523;5449
15498;15145;15125;14906;14834;14834;14772
15208;14907;14885;14354;14276;14276;14212
16284;15936;15917;14993;14934;14934;14870
12133;11880;11854;10959;10893;10893;10817
9189;8992;8976;8845;8792;8792;8678
15287;14902;14871;14690;14625;14625;14531
10891;10655;10627;10097;10039;10039;9963
20819;19938;19907;19856;19707;19707;9712
8621;8377;8367;8282;8171;8171;8103
15051;14685;14673;14458;14388;14388;14298
11143;10930;10909;10749;10705;10705;10627
8154;7931;7922;7922;7878;7878;7806
6328;6130;6113;6015;5972;5972;5896
6548;6369;6360;6254;6167;6167;6079
13244;12959;12932;12205;12134;12134;12058
10303;10093;10084;10026;9984;9984;9918
7927;7775;7763;7651;7613;7613;7535
4284;4081;4001;3847;3752;3752;2312
8874;8673;8661;8479;8433;8433;8341
19464;18906;18742;16523;16330;16330;8127
8582;8409;8393;8017;7979;7979;7878
9499;9300;9288;9252;9215;9215;9101
8591;8426;8411;7987;7929;7929;7853
16432;16058;16045;15120;15056;15056;14992
11088;10857;10821;10217;10161;10161;10085
6747;6613;6597;6597;6562;6562;6484
6306;6109;6092;5994;5952;5952;5876
13720;13452;13443;12972;12908;12908;12844
17683;17254;17234;17201;17121;17121;17039
8427;8264;8248;8124;8081;8081;7971
10108;9869;9859;9748;9688;9688;9598
14705;14345;14336;14118;14074;14074;13998
9975;9789;9773;9570;9519;9519;9441
16743;16367;16346;15273;15169;15169;15093
7461;7302;7290;7216;7184;7184;7106
10728;10505;10484;10295;10228;10228;10118
7697;7527;7505;7401;7364;7364;7272
11760;11545;11524;11138;11095;11095;10992
13874;13592;13570;13491;13432;13432;13354
6736;6611;6599;6483;6448;6448;6368
1266;1200;1194;906;863;863;574
2580;2511;2489;2419;2233;2233;2164
759;743;734;525;514;514;389
1817;1729;1696;1595;1572;1572;1319
4324;3959;3925;3179;3136;3136;1580
777;761;752;525;514;514;389
1981;1891;1862;1735;1717;1717;1309
2006;1948;1939;1814;1790;1790;1376
941;897;885;827;806;806;737
11356;8800;8765;6282;6209;6209;3066
2065;2024;1999;1900;1859;1859;1281
3511;3389;3380;3380;3332;3332;3175
5588;5440;5407;5276;5243;5243;2053
3484;3399;3390;3390;3344;3344;3204
2468;2361;2313;1663;1646;1646;903
4990;4781;4750;4592;4489;4489;3054
2321;2224;2190;1799;1759;1759;1214
1221;1187;1165;1085;1068;1068;752
1074;1027;1006;699;680;680;421
2054;2011;1986;1887;1858;1858;1280
13588;10626;10593;10593;10310;10310;5786
4309;4141;4111;3901;3861;3861;1849
1194;1117;1095;1095;1067;1067;998
1050;1013;991;991;963;963;894
9469;7255;7233;7010;6973;6973;1682
3204;3133;3102;2953;2925;2925;1743
1801;1739;1713;1612;1587;1587;1334
2534;2460;2430;2202;2182;2182;1155
3427;3259;3240;3032;3015;3015;1752
7009;5452;5427;5026;5006;5006;1170
16479;10890;10860;9104;9058;9058;2937
1588;1532;1499;1427;1299;1299;1230
2404;2300;2269;2225;2129;2129;2008
7963;7729;7701;7701;7329;7329;5022
14143;13614;13586;13586;13564;13564;13495
57769;56195;56146;37088;36977;36977;17489
1080;1022;1004;925;910;910;803
2416;2302;2276;2056;2036;2036;1613
1553;1515;1476;1369;1352;1352;969
16857;11260;11207;9451;9395;9395;3231
1544;1487;1465;1137;1104;1104;495
1234;1117;1088;938;924;924;535
3572;3473;3464;3464;3444;3444;3250
1294;1174;1152;1152;1124;1124;1055
1783;1722;1696;1595;1572;1572;1319
2671;2583;2574;2574;2551;2551;2363
2401;2288;2276;2232;2110;2110;2041
2558;2249;2234;1842;1822;1822;626
6195;6043;6024;5970;5937;5937;1934
6200;4719;4700;4462;4436;4436;1727
4315;4142;4112;3902;3862;3862;1850
1917;1839;1830;1830;1813;1813;1619
5750;5365;5347;5279;5224;5224;3665
1368;1279;1263;1226;1129;1129;707
6298;5752;5683;5030;5004;5004;1298
1369;1280;1264;1227;1130;1130;708
4705;4610;4588;4588;4560;4560;4491
1191;1089;1060;880;868;868;530
2802;2726;2701;2607;2590;2590;719
2402;2322;2300;1989;1969;1969;1033
7012;5455;5430;5029;5009;5009;1173
1825;1737;1704;1603;1580;1580;1327
5436;5253;5227;4993;4869;4869;2923
3493;3359;3332;2072;2061;2061;844
1607;1548;1525;1453;1321;1321;1252
4905;4510;4491;4297;4237;4237;2224
7095;5536;5501;5100;5076;5076;1202
7111;5550;5515;5114;5091;5091;1220
2787;2556;2496;2496;1873;1873;1794
4308;4140;4110;3900;3860;3860;1848
2170;2116;2094;2094;2066;2066;1997
1066;1001;959;959;938;938;848
8929;8780;8750;6351;6253;6253;1928
7029;5470;5449;5048;5029;5029;1193
6829;6717;6688;6534;6482;6482;3812
3443;3265;3236;2966;2939;2939;1735
4305;4140;4110;3900;3860;3860;1848
3445;3267;3238;2968;2941;2941;1737
7545;7424;7405;5914;5825;5825;1971
10870;10675;10653;10653;10624;10624;10555
2151;2108;2073;1974;1938;1938;1322
1762;1715;1693;1693;1660;1660;1591
6381;6043;6019;5918;5890;5890;2048
7012;5455;5430;5029;5009;5009;1173
2255;2150;2124;1879;1846;1846;1498
2904;2661;2626;2448;2429;2429;1186
2904;2661;2626;2448;2429;2429;1186
2043;1972;1946;1845;1818;1818;1565
1866;1782;1760;1716;1642;1642;1535
6534;5064;5055;3763;3737;3737;1516
4053;3978;3957;3382;3336;3336;949
2259;2197;2155;2056;2030;2030;1407
9367;9134;9112;9112;9084;9084;9015
876;820;784;695;673;673;604
1793;1731;1705;1604;1581;1581;1328
10792;10599;10577;10577;10549;10549;10480
1755;1672;1653;1532;1499;1499;863
9838;9504;9449;8584;8493;8493;2226
3460;3324;3279;2967;2754;2754;1819
1142;1082;1063;973;908;908;839
2804;2731;2709;2143;2129;2129;793
1543;1484;1465;1393;1266;1266;1197
1222;1174;1165;1070;1056;1056;401
4801;4417;4380;4233;4192;4192;1453
3010;2920;2891;2805;2714;2714;2134
3099;2938;2929;2929;2912;2912;2805
1069;955;933;933;905;905;836
5167;4458;4443;4276;4241;4241;1690
3822;3703;3674;3158;3140;3140;1542
1860;1813;1804;1577;1557;1557;1232
4139;4001;3908;3908;3846;3846;3661
4973;4482;4443;4290;4241;4241;3167
3893;3764;3681;3681;3625;3625;3481
5291;5079;5029;4400;4341;4341;1931
6726;6618;6599;6445;6400;6400;3768
8320;8187;8149;7977;7953;7953;1536
9368;7157;7144;6921;6888;6888;1635
19099;16961;16924;12278;12221;12221;4635
3493;3359;3332;2072;2061;2061;844
5573;5464;5442;5442;5414;5414;5345
1083;1034;997;929;910;910;841
2177;2116;2084;1989;1957;1957;1332
7212;7061;7045;6899;6864;6864;6786
7842;7661;7649;7505;7446;7446;7354
11323;11089;11070;10252;10182;10182;10106
6684;6515;6506;6418;6382;6382;6298
7306;7154;7138;6992;6958;6958;6880
996;928;906;906;879;879;810
2195;2110;2088;1961;1931;1931;1511
2820;2747;2725;2159;2144;2144;808
3858;3799;3790;3035;3005;3005;1548
525;490;481;429;412;412;283
1525;1391;1373;1288;1200;1200;1093
1208;1149;1130;977;965;965;493
9657;9451;9429;9349;9310;9310;9232
10081;9885;9854;9468;9428;9428;9325
7582;7433;7421;7330;7290;7290;7152
7807;7670;7661;7485;7439;7439;7299
14474;14182;14164;13755;13685;13685;13621
10574;10325;10281;10206;10147;10147;10081
10635;10198;10189;9972;9931;9931;9833
1047;973;942;804;691;691;622
1802;1716;1683;1582;1558;1558;1305
3279;3155;3136;2944;2810;2810;2741
6903;6791;6764;6618;6562;6562;3862
2019;1949;1931;1815;1784;1784;1022
10886;9292;9250;7825;7755;7755;3545
3575;3355;3286;2796;2751;2751;1643
2021;1951;1933;1817;1789;1789;1025
6671;6008;5984;5184;5152;5152;1970
6734;6626;6608;6462;6419;6419;3778
2370;2265;2227;1577;1561;1561;818
7300;7122;7113;7017;6982;6982;6914
6310;6113;6096;5998;5956;5956;5880
7132;7000;6991;6891;6851;6851;6769
6948;6820;6808;6692;6654;6654;6550
3531;3402;3373;3168;3127;3127;1785
2254;2169;2148;2048;2010;2010;1299
823;787;768;641;628;628;428
21507;20565;20534;19741;19666;19666;2968
6746;6638;6620;6474;6426;6426;3785
6880;6734;6718;6572;6538;6538;6460
9555;9350;9328;9248;9211;9211;9133
18711;14959;14908;13717;13613;13613;7276
6624;6194;6181;6061;6017;6017;5941
14617;14332;14311;13600;13543;13543;13479
827;803;794;709;694;694;450
45368;44607;44565;44565;44546;44546;44458
5730;5151;5100;5100;5084;5084;1298
1924;1835;1816;1561;1530;1530;819
2341;2230;2192;1559;1543;1543;815
13678;10202;10163;9426;9373;9373;3676
537;516;507;464;455;455;380
1791;1729;1703;1602;1576;1576;1323
5739;5160;5109;5109;5093;5093;1307
4449;4062;4028;3310;3262;3262;1578
8151;8007;7994;7940;7901;7901;7819
6929;6750;6741;6637;6592;6592;6504
8891;8691;8682;8617;8572;8572;8482
15989;15647;15638;15140;15057;15057;14993
12404;12161;12138;11961;11914;11914;11820
8352;8132;8111;7423;7376;7376;7290
10902;10672;10657;10435;10389;10389;10295
587;565;547;501;479;479;343
7541;7393;7378;7378;7346;7346;7268
15690;15320;15311;14549;14463;14463;14399
21173;20682;20649;20649;20570;20570;20490
14616;14348;14339;14158;14114;14114;14042
11592;11372;11351;11289;11248;11248;11172
9113;8674;8638;5892;5867;5867;1880
5942;4987;4944;4281;4254;4254;1547
2677;2623;2597;2474;2438;2438;2369
5287;4879;4867;4867;4812;4812;3383
2877;2804;2782;2192;2178;2178;842
5243;5046;5019;4929;4787;4787;3258
2835;2762;2740;2150;2133;2133;797
2342;2256;2235;2135;2099;2099;1388
3304;3176;3167;2937;2754;2754;2490
2383;2298;2277;2177;2141;2141;1430
537;516;507;464;455;455;380
2046;1937;1928;1803;1780;1780;1366
2668;2529;2513;2419;2314;2314;2245
3431;3300;3282;3052;2862;2862;2560
5075;4975;4941;4294;4265;4265;1694
3557;3420;3402;3177;2923;2923;2621
4752;4548;4493;4431;4343;4343;4227
5298;4890;4878;4878;4822;4822;3393
646;618;609;566;557;557;382
1844;1691;1672;1641;1621;1621;1552
1280;1256;1238;1143;1125;1125;885
1522;1228;1199;1160;1127;1127;1058
16161;15751;15729;15544;15434;15434;15346
1196;1137;1108;1011;936;936;867
13057;12782;12747;12451;12393;12393;12311
1939;1895;1877;1711;1686;1686;1320
2781;2638;2609;2555;2531;2531;957
4205;4045;4017;3925;3760;3760;2602
2851;2700;2691;2569;2445;2445;2381
6761;4918;4903;4744;4707;4707;2236
902;876;852;852;828;828;739
5873;4845;4824;4623;4574;4574;2217
16804;11206;11156;9400;9349;9349;3182
5226;4623;4594;4297;4130;4130;1863
16764;11167;11117;9361;9311;9311;3159
11944;11732;11722;11722;11701;11701;11491
16804;11206;11155;9399;9348;9348;3174
1452;1394;1367;1271;1209;1209;889
962;899;879;879;863;863;794
1787;1724;1697;1597;1574;1574;1323
9543;9296;9256;8057;7912;7912;5847
9494;9248;9207;8008;7865;7865;5839
1327;1278;1268;1122;1102;1102;446
14430;10953;10912;9473;9414;9414;3681
2337;1848;1828;1712;1689;1689;989
1445;1380;1357;1357;1327;1327;1220
7459;7318;7306;7240;7194;7194;7118
10171;9985;9964;9783;9736;9736;9658
22314;18183;18081;17077;16937;16937;2820
7231;7089;7079;7039;6990;6990;6894
1245;1184;1164;1067;996;996;853
17411;16017;15759;15759;15380;15380;15311
5521;4790;4760;4620;4583;4583;1577
16588;16152;16123;14555;14487;14487;14368
5010;4934;4915;4915;4900;4900;4831
7935;7239;7179;5573;5470;5470;3089
5653;4920;4884;3992;3940;3940;2282
4901;4740;4704;4179;4119;4119;3124
818;756;736;657;644;644;575
1224;1163;1129;1032;957;957;888
3411;3274;3225;2999;2844;2844;2775
4513;4116;4063;3961;3887;3887;3780
1113;1036;1016;906;880;880;782
5523;4792;4762;4622;4585;4585;1579
6596;6417;6408;6302;6212;6212;6124
5959;5836;5826;5783;5749;5749;5679
11835;11589;11579;11158;11106;11106;11024
11188;10963;10940;10863;10811;10811;10706
14006;12429;12400;12034;11821;11821;5841
13467;13200;13190;12575;12514;12514;12450
15868;15563;15494;14900;14813;14813;14749
2690;2636;2609;2486;2449;2449;2380
2861;2788;2765;2175;2158;2158;822
2817;2693;2666;2572;2443;2443;2336
6634;5492;5472;5162;5062;5062;3070
10353;10155;10136;9864;9817;9817;9721
2002;1813;1747;1747;1688;1688;1611
2157;2114;2078;1976;1943;1943;1327
913;889;863;812;795;795;686
1051;1005;980;912;891;891;801
6246;4762;4742;4503;4475;4475;1764
1937;1893;1873;1703;1680;1680;1294
6296;5400;5364;4979;4918;4918;2292
27947;26988;26740;26740;26317;26317;26176
17011;16715;16692;16692;16662;16662;16593
1370;1301;1291;970;958;958;426
1654;1600;1577;1434;1404;1404;1141
6220;6081;6055;5918;5780;5780;5714
8340;8174;8153;8153;8117;8117;8053
9571;9332;9142;8650;8407;8407;7874
7794;7641;7612;7590;7538;7538;7456
12185;11791;11758;11758;11313;11313;11235
12278;12033;11987;11813;11768;11768;11672
6456;6240;6222;6124;6082;6082;5990
8258;8083;8067;8027;7909;7909;7827
3662;3503;3448;3302;3260;3260;2255
2634;2534;2498;2287;2234;2234;1505
8168;7994;7978;7938;7820;7820;7746
3421;3256;3246;1984;1952;1952;849
1504;1460;1437;1437;1406;1406;1337
1530;1392;1372;1296;1210;1210;1141
14152;12540;12511;12195;11981;11981;5887
6411;6212;6182;4376;4332;4332;2447
3551;3474;3451;3451;3423;3423;3354
15811;15035;14920;14895;14138;14138;14039
870;813;790;709;696;696;627
870;813;790;709;696;696;627
2068;2027;2007;1912;1877;1877;1299
4508;4129;4112;3894;3836;3793;2075
3427;3363;3339;2701;2673;2673;1187
15811;15035;14920;14895;14138;14138;14039
1583;1541;1515;1321;1305;1305;1177
15265;14769;14500;14500;13973;13973;13866
2585;2510;2487;2395;2349;2349;1132
2539;2464;2441;2349;2310;2310;1093
4634;4578;4563;3002;2978;2978;861
12050;11824;11801;11740;11695;11695;11579
9314;9108;9085;8978;8937;8937;8787
20708;20060;20021;20021;19521;19521;19443
10200;9986;9976;9482;9445;9445;9349
10041;9690;9671;9603;9563;9563;9485
6158;6030;6020;5992;5954;5954;5872
5199;5099;5089;5061;5025;5025;4943
11601;11353;11343;10992;10858;10858;10794
13467;13231;13216;12629;12594;12594;12516
18527;18216;18201;17791;17715;17715;17607
20978;20380;20120;18514;18164;18164;16666
13890;13649;13635;12967;12932;12932;12854
17264;16797;16555;14718;14389;14389;13297
15982;15540;15316;13796;13492;13492;12371
16191;15757;15516;14042;13756;13756;12438
13470;13234;13219;12629;12592;12592;12514
15487;15220;15206;14481;14438;14438;14360
16941;16461;16236;14584;14281;14281;13080
15738;15288;15065;13521;13221;13221;12128
17807;17329;17112;15065;14751;14751;12853
19457;18947;18724;16715;16373;16373;15240
16540;16232;16218;15068;15033;15033;14955
18497;18186;18171;17761;17688;17688;17606
13409;13174;13160;12580;12545;12545;12467
15881;15448;15225;13602;13303;13303;12062
15260;14822;14594;13171;12873;12873;11776
13445;13208;13193;12608;12573;12573;12495
17281;16790;16514;15378;15032;15032;13419
39924;37841;37400;37400;36284;36284;27272
14178;12566;12537;12221;12005;12005;5898
12313;12044;12013;11789;11742;11742;11706
16715;16440;16430;16430;16354;16354;16263
1754;1660;1637;1637;1609;1609;1540
1754;1660;1637;1637;1609;1609;1540
14898;14166;13901;13901;13415;13415;13246
10150;9969;9956;9889;9850;9850;9772
5679;5571;5557;5491;5455;5455;5371
1653;1589;1566;1523;1497;1497;706
7739;7583;7573;7573;7557;7557;7363
6646;6523;6487;5112;5082;5082;1793
1780;1741;1721;1637;1610;1610;1089
2733;2439;2408;2314;2275;2275;1849
5749;5337;5300;5106;5035;5035;2799
6753;6645;6626;6480;6435;6435;3794
15734;15319;15257;15206;14941;14941;14859
8373;8225;8211;8155;8116;8116;8034
9092;8844;8831;8407;8376;8376;8298
7283;7146;7133;7112;7080;7080;7002
8090;7918;7898;7850;7676;7676;7610
13989;13706;13684;13123;13057;13057;12966
14179;13640;13379;13379;12986;12986;12839
2691;2635;2608;2485;2449;2449;2380
15077;14620;14374;14374;13835;13835;13764
15760;15404;15384;15165;15082;15082;14958
16404;16069;16051;15536;15455;15455;15391
6434;5924;5887;5612;5556;5556;2578
22434;21543;21513;20450;20375;20375;3101
3175;3034;3007;2756;2729;2729;1965
1968;1879;1859;1772;1749;1749;953
1141;1020;990;837;825;825;487
6733;6625;6606;6460;6420;6420;3779
1897;1808;1764;1660;1636;1636;1385
1620;1565;1541;1445;1424;1424;966
1411;1280;1270;1186;1102;1102;1033
10563;10344;10324;9830;9792;9792;9682
10098;9897;9847;9738;9696;9696;9612
6828;6692;6675;6675;6640;6640;6562
5975;5863;5853;5784;5744;5744;5652
10461;10226;10190;9941;9874;9874;9715
10391;10157;10121;9872;9806;9806;9647
10449;10214;10178;9929;9863;9863;9704
16223;15901;15891;14929;14873;14873;14791
10942;10729;10545;10545;10503;10503;10451
5011;4857;4821;4221;4166;4166;2013
10413;10178;10142;9893;9826;9826;9667
10395;10161;10125;9876;9810;9810;9651
9745;9562;9545;9376;9327;9327;9249
5679;5571;5557;5491;5455;5455;5371
8918;8726;8716;8568;8516;8516;8442
5974;5853;5843;5791;5759;5759;5687
6002;5881;5871;5819;5787;5787;5715
16301;15939;15881;15256;15206;15206;15130
7643;7491;7478;7378;7345;7345;7267
6018;5901;5885;5738;5698;5698;5594
12200;11954;11917;11774;11730;11730;11634
3325;3265;3245;3082;3051;3051;954
1657;1606;1579;1476;1455;1455;1258
908;825;801;801;777;777;691
2328;2203;2180;2180;2153;2153;2084
1922;1878;1858;1692;1670;1670;1296
9261;5783;5763;5577;5541;5541;1624
5746;5015;4975;4829;4786;4786;1562
2248;2161;2138;2138;2110;2110;2041
1415;1358;1328;1328;1304;1304;1165
1764;1692;1668;1668;1635;1635;1434
2056;1957;1947;1947;1924;1924;1853
12646;11429;11353;11125;10981;10981;9544
2651;2424;2400;2312;2291;2291;1131
2197;2136;2103;2002;1980;1980;1357
28281;27478;27246;27246;26816;26816;26661
1822;1758;1735;1735;1703;1703;1500
6623;6416;6386;4524;4480;4480;2505
1681;1587;1555;1527;1431;1431;1362
751;719;709;602;589;589;520
1596;1545;1518;1379;1346;1346;1277
11789;9689;9679;7437;7402;7402;1243
2347;2246;2207;1580;1564;1564;815
3843;3591;3560;3560;3498;3498;3385
1103;1048;1028;1028;998;998;801
594;561;541;489;466;466;346
2572;2497;2472;2472;2459;2459;2390
8087;5925;5901;4916;4881;4881;1723
9233;9047;9025;8617;8576;8576;8485
9672;9494;9477;9330;9279;9279;9201
7678;7525;7507;7407;7375;7375;7297
1523;1390;1370;1278;1193;1193;1088
1523;1390;1370;1278;1193;1193;1088
2572;2497;2472;2472;2459;2459;2390
1870;1807;1770;1666;1633;1633;1382
6833;6671;6658;6558;6529;6529;6451
5712;4978;4936;4074;4012;4012;2222
9019;7687;7660;7486;7439;7439;2046
5695;5593;5583;5583;5543;5543;5441
1439;1370;1336;1265;1245;1245;1176
9020;7690;7663;7489;7444;7444;2053
4737;4562;4520;3995;3932;3932;2926
5940;4310;4290;3114;3087;3087;1151
1169;1122;1112;1016;1002;1002;931
12485;12068;11145;11067;10990;10990;10921
4356;3972;3940;3840;3717;3717;1991
6873;6763;6734;6588;6535;6535;3825
1737;1685;1648;1545;1523;1523;1326
12901;11950;11820;11772;10690;10690;10621
5661;5554;5540;5474;5438;5438;5354
14160;12548;12519;12203;11986;11986;5897
12937;12620;12610;12362;12319;12319;12239
5431;5328;5312;5228;5199;5199;5137
10270;10073;10063;10063;10007;10007;9927
10204;10008;9998;9998;9941;9941;9861
10172;9976;9966;9966;9910;9910;9830
6435;6291;6265;4214;4180;4180;1549
1561;1450;1420;1276;1233;1233;1164
4292;4155;4135;4082;3861;3861;2812
27100;26337;26092;26092;25670;25670;25584
1070;1024;1011;783;764;764;477
3576;3498;3284;3284;3258;3258;3163
8028;7299;7239;5633;5530;5530;3091
4181;4046;4036;3983;3766;3766;2755
14585;14093;13841;13814;13350;13350;13225
1397;1287;1271;1030;1018;1018;405
1424;1293;1283;1191;1107;1107;1038
6456;5945;5908;5633;5580;5580;2644
18693;18307;18283;18283;18209;18209;18127
7475;7298;7285;7141;7080;7080;6998
9455;9209;9196;8948;8913;8913;8827
14274;13915;13690;13393;13099;13099;12609
8540;8369;8353;8169;8122;8122;7982
12937;12678;12660;12576;12517;12517;12435
5622;5507;5497;5436;5396;5396;5320
14160;12548;12519;12203;11989;11989;5892
14532;14281;14261;14261;14238;14238;14050
2194;2152;2142;1951;1936;1936;863
9261;5783;5763;5577;5541;5541;1624
1583;1541;1515;1321;1305;1305;1177
4588;4418;4377;4245;4074;4074;1473
867;771;744;711;682;682;567
1858;1785;1755;1674;1649;1649;1448
1484;1430;1401;1305;1287;1287;924
1662;1599;1572;1399;1364;1364;1295
2058;1996;1986;1869;1841;1841;1388
3140;3080;3067;3003;2971;2971;2902
10028;8560;8544;8354;8256;8256;2740
10373;10116;10089;10089;10064;10064;9995
6754;6493;6449;6146;6076;6076;3619
1874;1597;1538;1538;1515;1515;1446
2186;2000;1980;1760;1745;1745;651
1722;1662;1642;1570;1437;1437;1368
5399;4856;4826;4055;4022;4022;1667
35642;29593;29362;29091;29023;29023;9017
23974;22133;22041;19929;19771;19771;14594
9112;8916;8903;8790;8751;8751;8669
7717;7565;7552;7452;7418;7418;7340
10362;10138;10125;10007;9971;9971;9893
23966;22133;22041;19929;19771;19771;14024
1745;1690;1657;1514;1483;1483;1220
4839;4059;4015;3965;3937;3937;1639
17203;14108;14085;13641;13600;13600;1827
2916;2843;2820;2230;2211;2211;875
14532;13781;13550;13550;13050;13050;12981
1617;1562;1538;1442;1421;1421;965
838;800;780;653;640;640;441
851;766;739;706;680;680;568
57767;56193;56142;37083;36972;36972;17491
4272;4077;4046;4046;3987;3987;3201
16155;15754;15737;14623;14557;14557;14171
8460;8299;8289;8156;8111;8111;8033
13063;12641;12613;12501;12056;12056;11978
3693;3288;3249;2641;2622;2392;1117
6791;6652;6639;6480;6436;6436;6354
1055;956;921;888;854;854;741
10098;8628;8612;8422;8320;8320;2804
1611;1556;1532;1431;1410;1410;955
3040;2913;2877;2660;2605;2605;1558
6645;5998;5962;5141;5120;5120;1938
1431;1300;1290;1198;1114;1114;1045
4947;4798;4762;4146;4094;4094;2009
882;853;843;614;601;601;412
1681;1618;1591;1382;1351;1351;1282
1480;1437;1414;1414;1382;1382;1313
1128;1042;1012;859;847;847;501
3400;3172;3114;2279;2255;2255;1111
